-----------------------------------------------------
| DataSource          0GL_ACCOUNT_T011_HIER         |
| Struktur            DTFIGL_HIERNODE               |
-----------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|ID(NODEI|InfoObject(IOBJNM)            |Node name(NODENAME)             |Le|L|Parent I|Child ID|Next ID(|Valid from|To(DATETO)|I|Field(FIELDNM)                |Chrt|G/L acct(S|S|(|
|     657|0GL_ACCOUNT                   |GKR 0000200010                  | 6| |     655|        |     658|          |          | |SAKNR                         |GKR |200010    | | |
|     658|0GL_ACCOUNT                   |GKR 0000210100                  | 6| |     655|        |     659|          |          | |SAKNR                         |GKR |210100    | | |
|     659|0GL_ACCOUNT                   |GKR 0000210200                  | 6| |     655|        |     660|          |          | |SAKNR                         |GKR |210200    | | |
|     660|0GL_ACCOUNT                   |GKR 0000230000                  | 6| |     655|        |     661|          |          | |SAKNR                         |GKR |230000    | | |
|     661|0GL_ACCOUNT                   |GKR 0000230010                  | 6| |     655|        |     662|          |          | |SAKNR                         |GKR |230010    | | |
|     662|0GL_ACCOUNT                   |GKR 0000230100                  | 6| |     655|        |     663|          |          | |SAKNR                         |GKR |230100    | | |
|     663|0GL_ACCOUNT                   |GKR 0000449000                  | 6| |     655|        |     664|          |          | |SAKNR                         |GKR |449000    | | |
|     664|0GL_ACCOUNT                   |GKR 0000472000                  | 6| |     655|        |     665|          |          | |SAKNR                         |GKR |472000    | | |
|     665|0GL_ACCOUNT                   |GKR 0000473000                  | 6| |     655|        |     666|          |          | |SAKNR                         |GKR |473000    | | |
|     666|0GL_ACCOUNT                   |GKR 0000473110                  | 6| |     655|        |     667|          |          | |SAKNR                         |GKR |473110    | | |
|     667|0GL_ACCOUNT                   |GKR 0000473120                  | 6| |     655|        |     668|          |          | |SAKNR                         |GKR |473120    | | |
|     668|0GL_ACCOUNT                   |GKR 0000476000                  | 6| |     655|        |     669|          |          | |SAKNR                         |GKR |476000    | | |
|     669|0GL_ACCOUNT                   |GKR 0000476100                  | 6| |     655|        |     670|          |          | |SAKNR                         |GKR |476100    | | |
|     670|0GL_ACCOUNT                   |GKR 0000476500                  | 6| |     655|        |     671|          |          | |SAKNR                         |GKR |476500    | | |
|     671|0GL_ACCOUNT                   |GKR 0000476900                  | 6| |     655|        |     672|          |          | |SAKNR                         |GKR |476900    | | |
|     672|0GL_ACCOUNT                   |GKR 0000479000                  | 6| |     655|        |        |          |          | |SAKNR                         |GKR |479000    | | |
|     673|0HIER_NODE                    |GKR 4000000                     | 2| |       1|     674|     714|          |          | |NODENAME                      |    |          | | |
|     674|0HIER_NODE                    |GKR 4011000                     | 3| |     673|     675|     679|          |          | |NODENAME                      |    |          | | |
|     675|0HIER_NODE                    |GKR 4011010                     | 4| |     674|     676|     677|          |          | |NODENAME                      |    |          | | |
|     676|0GL_ACCOUNT                   |GKR 0000271100                  | 5| |     675|        |        |          |          | |SAKNR                         |GKR |271100    | | |
|     677|0HIER_NODE                    |GKR 4011020                     | 4| |     674|     678|        |          |          | |NODENAME                      |    |          | | |
|     678|0GL_ACCOUNT                   |GKR 0000271200                  | 5| |     677|        |        |          |          | |SAKNR                         |GKR |271200    | | |
|     679|0HIER_NODE                    |GKR 4012000                     | 3| |     673|     680|     681|          |          | |NODENAME                      |    |          | | |
|     680|0GL_ACCOUNT                   |GKR 0000295000                  | 4| |     679|        |        |          |          | |SAKNR                         |GKR |295000    | | |
|     681|0HIER_NODE                    |GKR 4013000                     | 3| |     673|     682|     688|          |          | |NODENAME                      |    |          | | |
|     682|0HIER_NODE                    |GKR 4013010                     | 4| |     681|     683|     685|          |          | |NODENAME                      |    |          | | |
|     683|0GL_ACCOUNT                   |GKR 0000270100                  | 5| |     682|        |     684|          |          | |SAKNR                         |GKR |270100    | | |
|     684|0GL_ACCOUNT                   |GKR 0000272100                  | 5| |     682|        |        |          |          | |SAKNR                         |GKR |272100    | | |
|     685|0HIER_NODE                    |GKR 4013020                     | 4| |     681|     686|        |          |          | |NODENAME                      |    |          | | |
|     686|0GL_ACCOUNT                   |GKR 0000270200                  | 5| |     685|        |     687|          |          | |SAKNR                         |GKR |270200    | | |
|     687|0GL_ACCOUNT                   |GKR 0000272200                  | 5| |     685|        |        |          |          | |SAKNR                         |GKR |272200    | | |
|     688|0HIER_NODE                    |GKR 4014000                     | 3| |     673|     689|     695|          |          | |NODENAME                      |    |          | | |
|     689|0HIER_NODE                    |GKR 4014010                     | 4| |     688|     690|     692|          |          | |NODENAME                      |    |          | | |
|     690|0GL_ACCOUNT                   |GKR 0000273100                  | 5| |     689|        |     691|          |          | |SAKNR                         |GKR |273100    | | |
|     691|0GL_ACCOUNT                   |GKR 0000275100                  | 5| |     689|        |        |          |          | |SAKNR                         |GKR |275100    | | |
|     692|0HIER_NODE                    |GKR 4014020                     | 4| |     688|     693|        |          |          | |NODENAME                      |    |          | | |
|     693|0GL_ACCOUNT                   |GKR 0000273200                  | 5| |     692|        |     694|          |          | |SAKNR                         |GKR |273200    | | |
|     694|0GL_ACCOUNT                   |GKR 0000275110                  | 5| |     692|        |        |          |          | |SAKNR                         |GKR |275110    | | |
|     695|0HIER_NODE                    |GKR 4015000                     | 3| |     673|     696|     703|          |          | |NODENAME                      |    |          | | |
|     696|0HIER_NODE                    |GKR 4015010                     | 4| |     695|     697|     698|          |          | |NODENAME                      |    |          | | |
|     697|0GL_ACCOUNT                   |GKR 0000212100                  | 5| |     696|        |        |          |          | |SAKNR                         |GKR |212100    | | |
|     698|0HIER_NODE                    |GKR 4015020                     | 4| |     695|     699|     700|          |          | |NODENAME                      |    |          | | |
|     699|0GL_ACCOUNT                   |GKR 0000213100                  | 5| |     698|        |        |          |          | |SAKNR                         |GKR |213100    | | |
|     700|0HIER_NODE                    |GKR 4015030                     | 4| |     695|     701|        |          |          | |NODENAME                      |    |          | | |
|     701|0GL_ACCOUNT                   |GKR 0000212200                  | 5| |     700|        |     702|          |          | |SAKNR                         |GKR |212200    | | |
|     702|0GL_ACCOUNT                   |GKR 0000213200                  | 5| |     700|        |        |          |          | |SAKNR                         |GKR |213200    | | |
|     703|0HIER_NODE                    |GKR 4016000                     | 3| |     673|     704|     705|          |          | |NODENAME                      |    |          | | |
|     704|0GL_ACCOUNT                   |GKR 0000245000                  | 4| |     703|        |        |          |          | |SAKNR                         |GKR |245000    | | |
|     705|0HIER_NODE                    |GKR 4017000                     | 3| |     673|     706|        |          |          | |NODENAME                      |    |          | | |
|     706|0HIER_NODE                    |GKR 4017010                     | 4| |     705|     707|     711|          |          | |NODENAME                      |    |          | | |
|     707|0GL_ACCOUNT                   |GKR 0000220000                  | 5| |     706|        |     708|          |          | |SAKNR                         |GKR |220000    | | |
|     708|0GL_ACCOUNT                   |GKR 0000221000                  | 5| |     706|        |     709|          |          | |SAKNR                         |GKR |221000    | | |
|     709|0GL_ACCOUNT                   |GKR 0000221010                  | 5| |     706|        |     710|          |          | |SAKNR                         |GKR |221010    | | |
|     710|0GL_ACCOUNT                   |GKR 0000221020                  | 5| |     706|        |        |          |          | |SAKNR                         |GKR |221020    | | |
|     711|0HIER_NODE                    |GKR 4017020                     | 4| |     705|     712|        |          |          | |NODENAME                      |    |          | | |
|     712|0GL_ACCOUNT                   |GKR 0000220100                  | 5| |     711|        |     713|          |          | |SAKNR                         |GKR |220100    | | |
|     713|0GL_ACCOUNT                   |GKR 0000221100                  | 5| |     711|        |        |          |          | |SAKNR                         |GKR |221100    | | |
|     714|0HIER_NODE                    |GKR 5000000                     | 2| |       1|     715|     719|          |          | |NODENAME                      |    |          | | |
|     715|0HIER_NODE                    |GKR 5011000                     | 3| |     714|     716|     717|          |          | |NODENAME                      |    |          | | |
|     716|0GL_ACCOUNT                   |GKR 0000251000                  | 4| |     715|        |        |          |          | |SAKNR                         |GKR |251000    | | |
|     717|0HIER_NODE                    |GKR 5012000                     | 3| |     714|     718|        |          |          | |NODENAME                      |    |          | | |
|     718|0GL_ACCOUNT                   |GKR 0000201000                  | 4| |     717|        |        |          |          | |SAKNR                         |GKR |201000    | | |
|     719|0HIER_NODE                    |GKR 6000000                     | 2| |       1|     720|     730|          |          | |NODENAME                      |    |          | | |
|     720|0HIER_NODE                    |GKR 6011000                     | 3| |     719|     721|     724|          |          | |NODENAME                      |    |          | | |
|     721|0GL_ACCOUNT                   |GKR 0000240000                  | 4| |     720|        |     722|          |          | |SAKNR                         |GKR |240000    | | |
|     722|0GL_ACCOUNT                   |GKR 0000241000                  | 4| |     720|        |     723|          |          | |SAKNR                         |GKR |241000    | | |
|     723|0GL_ACCOUNT                   |GKR 0000249000                  | 4| |     720|        |        |          |          | |SAKNR                         |GKR |249000    | | |
|     724|0HIER_NODE                    |GKR 6012000                     | 3| |     719|     725|        |          |          | |NODENAME                      |    |          | | |
|     725|0GL_ACCOUNT                   |GKR 0000460000                  | 4| |     724|        |     726|          |          | |SAKNR                         |GKR |460000    | | |
|     726|0GL_ACCOUNT                   |GKR 0000462000                  | 4| |     724|        |     727|          |          | |SAKNR                         |GKR |462000    | | |
|     727|0GL_ACCOUNT                   |GKR 0000463000                  | 4| |     724|        |     728|          |          | |SAKNR                         |GKR |463000    | | |
|     728|0GL_ACCOUNT                   |GKR 0000464000                  | 4| |     724|        |     729|          |          | |SAKNR                         |GKR |464000    | | |
|     729|0GL_ACCOUNT                   |GKR 0000465000                  | 4| |     724|        |        |          |          | |SAKNR                         |GKR |465000    | | |
|     730|0HIER_NODE                    |GKR 7000000                     | 2| |       1|     731|     748|          |          | |NODENAME                      |    |          | | |
|     731|0HIER_NODE                    |GKR 7010000                     | 3| |     730|     732|     736|          |          | |NODENAME                      |    |          | | |
|     732|0HIER_NODE                    |GKR 7011000                     | 4| |     731|     733|     734|          |          | |NODENAME                      |    |          | | |
|     733|0GL_ACCOUNT                   |GKR 0000910000                  | 5| |     732|        |        |          |          | |SAKNR                         |GKR |910000    | | |
|     734|0HIER_NODE                    |GKR 7012000                     | 4| |     731|     735|        |          |          | |NODENAME                      |    |          | | |
|     735|0GL_ACCOUNT                   |GKR 0000920000                  | 5| |     734|        |        |          |          | |SAKNR                         |GKR |920000    | | |
|     736|0HIER_NODE                    |GKR 7040000                     | 3| |     730|     737|     738|          |          | |NODENAME                      |    |          | | |
|     737|0GL_ACCOUNT                   |GKR 0000900000                  | 4| |     736|        |        |          |          | |SAKNR                         |GKR |900000    | | |
|     738|0HIER_NODE                    |GKR 7050000                     | 3| |     730|        |     739|          |          | |NODENAME                      |    |          | | |
|     739|0HIER_NODE                    |GKR 7060000                     | 3| |     730|     740|     741|          |          | |NODENAME                      |    |          | | |
|     740|0GL_ACCOUNT                   |GKR 0000930000                  | 4| |     739|        |        |          |          | |SAKNR                         |GKR |930000    | | |
|     741|0HIER_NODE                    |GKR 7070000                     | 3| |     730|     742|     745|          |          | |NODENAME                      |    |          | | |
|     742|0GL_ACCOUNT                   |GKR 0000940010                  | 4| |     741|        |     743|          |          | |SAKNR                         |GKR |940010    | | |
|     743|0GL_ACCOUNT                   |GKR 0000940020                  | 4| |     741|        |     744|          |          | |SAKNR                         |GKR |940020    | | |
|     744|0GL_ACCOUNT                   |GKR 0000940040                  | 4| |     741|        |        |          |          | |SAKNR                         |GKR |940040    | | |
|     745|0HIER_NODE                    |GKR 7080000                     | 3| |     730|     746|     747|          |          | |NODENAME                      |    |          | | |
|     746|0GL_ACCOUNT                   |GKR 0000940030                  | 4| |     745|        |        |          |          | |SAKNR                         |GKR |940030    | | |
|     747|0HIER_NODE                    |GKR 7090000                     | 3| |     730|        |        |          |          | |NODENAME                      |    |          | | |
|     748|0HIER_NODE                    |GKR 8000000                     | 2| |       1|        |     749|          |          | |NODENAME                      |    |          | | |
|     749|0HIER_NODE                    |GKR 9000000                     | 2| |       1|     750|        |          |          | |NODENAME                      |    |          | | |
|     750|0HIER_NODE                    |GKR 9010000                     | 3| |     749|     751|     764|          |          | |NODENAME                      |    |          | | |
|     751|0HIER_NODE                    |GKR 9011000                     | 4| |     750|     752|     759|          |          | |NODENAME                      |    |          | | |
|     752|0GL_ACCOUNT                   |GKR 0000113110                  | 5| |     751|        |     753|          |          | |SAKNR                         |GKR |113110    | | |
|     753|0GL_ACCOUNT                   |GKR 0000113111                  | 5| |     751|        |     754|          |          | |SAKNR                         |GKR |113111    | | |
|     754|0GL_ACCOUNT                   |GKR 0000113210                  | 5| |     751|        |     755|          |          | |SAKNR                         |GKR |113210    | | |
|     755|0GL_ACCOUNT                   |GKR 0000113211                  | 5| |     751|        |     756|          |          | |SAKNR                         |GKR |113211    | | |
|     756|0GL_ACCOUNT                   |GKR 0000196100                  | 5| |     751|        |     757|          |          | |SAKNR                         |GKR |196100    | | |
|     757|0GL_ACCOUNT                   |GKR 0000196200                  | 5| |     751|        |     758|          |          | |SAKNR                         |GKR |196200    | | |
|     758|0GL_ACCOUNT                   |GKR 0000196400                  | 5| |     751|        |        |          |          | |SAKNR                         |GKR |196400    | | |
|     759|0HIER_NODE                    |GKR 9012000                     | 4| |     750|     760|        |          |          | |NODENAME                      |    |          | | |
|     760|0GL_ACCOUNT                   |GKR 0000196110                  | 5| |     759|        |     761|          |          | |SAKNR                         |GKR |196110    | | |
|     761|0GL_ACCOUNT                   |GKR 0000196210                  | 5| |     759|        |     762|          |          | |SAKNR                         |GKR |196210    | | |
|     762|0GL_ACCOUNT                   |GKR 0000196410                  | 5| |     759|        |     763|          |          | |SAKNR                         |GKR |196410    | | |
|     763|0GL_ACCOUNT                   |GKR 0000196500                  | 5| |     759|        |        |          |          | |SAKNR                         |GKR |196500    | | |
|     764|0HIER_NODE                    |GKR 9020000                     | 3| |     749|     765|     774|          |          | |NODENAME                      |    |          | | |
|     765|0GL_ACCOUNT                   |GKR 0000261000                  | 4| |     764|        |     766|          |          | |SAKNR                         |GKR |261000    | | |
|     766|0GL_ACCOUNT                   |GKR 0000263000                  | 4| |     764|        |     767|          |          | |SAKNR                         |GKR |263000    | | |
|     767|0GL_ACCOUNT                   |GKR 0000264000                  | 4| |     764|        |     768|          |          | |SAKNR                         |GKR |264000    | | |
|     768|0GL_ACCOUNT                   |GKR 0000269000                  | 4| |     764|        |     769|          |          | |SAKNR                         |GKR |269000    | | |
|     769|0GL_ACCOUNT                   |GKR 0000481000                  | 4| |     764|        |     770|          |          | |SAKNR                         |GKR |481000    | | |
|     770|0GL_ACCOUNT                   |GKR 0000482000                  | 4| |     764|        |     771|          |          | |SAKNR                         |GKR |482000    | | |
|     771|0GL_ACCOUNT                   |GKR 0000483000                  | 4| |     764|        |     772|          |          | |SAKNR                         |GKR |483000    | | |
|     772|0GL_ACCOUNT                   |GKR 0000484000                  | 4| |     764|        |     773|          |          | |SAKNR                         |GKR |484000    | | |
|     773|0GL_ACCOUNT                   |GKR 0000489000                  | 4| |     764|        |        |          |          | |SAKNR                         |GKR |489000    | | |
|     774|0HIER_NODE                    |GKR 9030000                     | 3| |     749|     775|     778|          |          | |NODENAME                      |    |          | | |
|     775|0GL_ACCOUNT                   |GKR 0000113112                  | 4| |     774|        |     776|          |          | |SAKNR                         |GKR |113112    | | |
|     776|0GL_ACCOUNT                   |GKR 0000113212                  | 4| |     774|        |     777|          |          | |SAKNR                         |GKR |113212    | | |
|     777|0GL_ACCOUNT                   |GKR 0000196600                  | 4| |     774|        |        |          |          | |SAKNR                         |GKR |196600    | | |
|     778|0HIER_NODE                    |GKR 9050000                     | 3| |     749|     779|     781|          |          | |NODENAME                      |    |          | | |
|     779|0GL_ACCOUNT                   |GKR 0000820000                  | 4| |     778|        |     780|          |          | |SAKNR                         |GKR |820000    | | |
|     780|0GL_ACCOUNT                   |GKR 0000825000                  | 4| |     778|        |        |          |          | |SAKNR                         |GKR |825000    | | |
|     781|0HIER_NODE                    |GKR 9060000                     | 3| |     749|     782|     786|          |          | |NODENAME                      |    |          | | |
|     782|0GL_ACCOUNT                   |GKR 0000191000                  | 4| |     781|        |     783|          |          | |SAKNR                         |GKR |191000    | | |
|     783|0GL_ACCOUNT                   |GKR 0000191099                  | 4| |     781|        |     784|          |          | |SAKNR                         |GKR |191099    | | |
|     784|0GL_ACCOUNT                   |GKR 0000191100                  | 4| |     781|        |     785|          |          | |SAKNR                         |GKR |191100    | | |
|     785|0GL_ACCOUNT                   |GKR 0000191199                  | 4| |     781|        |        |          |          | |SAKNR                         |GKR |191199    | | |
|     786|0HIER_NODE                    |GKR 9070000                     | 3| |     749|     787|     792|          |          | |NODENAME                      |    |          | | |
|     787|0GL_ACCOUNT                   |GKR 0000100009                  | 4| |     786|        |     788|          |          | |SAKNR                         |GKR |100009    | | |
|     788|0GL_ACCOUNT                   |GKR 0000102009                  | 4| |     786|        |     789|          |          | |SAKNR                         |GKR |102009    | | |
|     789|0GL_ACCOUNT                   |GKR 0000110009                  | 4| |     786|        |     790|          |          | |SAKNR                         |GKR |110009    | | |
|     790|0GL_ACCOUNT                   |GKR 0000113109                  | 4| |     786|        |     791|          |          | |SAKNR                         |GKR |113109    | | |
|     791|0GL_ACCOUNT                   |GKR 0000113209                  | 4| |     786|        |        |          |          | |SAKNR                         |GKR |113209    | | |
|     792|0HIER_NODE                    |GKR 9080000                     | 3| |     749|     793|     794|          |          | |NODENAME                      |    |          | | |
|     793|0GL_ACCOUNT                   |GKR 0000196700                  | 4| |     792|        |        |          |          | |SAKNR                         |GKR |196700    | | |
|     794|0HIER_NODE                    |GKR 9130000                     | 3| |     749|     795|        |          |          | |NODENAME                      |    |          | | |
|     795|0GL_ACCOUNT                   |GKR 0000191400                  | 4| |     794|        |     796|          |          | |SAKNR                         |GKR |191400    | | |
|     796|0GL_ACCOUNT                   |GKR 0000191500                  | 4| |     794|        |     797|          |          | |SAKNR                         |GKR |191500    | | |
|     797|0GL_ACCOUNT                   |GKR 0000191600                  | 4| |     794|        |     798|          |          | |SAKNR                         |GKR |191600    | | |
|     798|0GL_ACCOUNT                   |GKR 0000195100                  | 4| |     794|        |     799|          |          | |SAKNR                         |GKR |195100    | | |
|     799|0GL_ACCOUNT                   |GKR 0000196000                  | 4| |     794|        |     800|          |          | |SAKNR                         |GKR |196000    | | |
|     800|0GL_ACCOUNT                   |GKR 0000196300                  | 4| |     794|        |     801|          |          | |SAKNR                         |GKR |196300    | | |
|     801|0GL_ACCOUNT                   |GKR 0000196800                  | 4| |     794|        |     802|          |          | |SAKNR                         |GKR |196800    | | |
|     802|0GL_ACCOUNT                   |GKR 0000196900                  | 4| |     794|        |     803|          |          | |SAKNR                         |GKR |196900    | | |
|     803|0GL_ACCOUNT                   |GKR 0000199000                  | 4| |     794|        |     804|          |          | |SAKNR                         |GKR |199000    | | |
|     804|0GL_ACCOUNT                   |GKR 0000399998                  | 4| |     794|        |     805|          |          | |SAKNR                         |GKR |399998    | | |
|     805|0GL_ACCOUNT                   |GKR 0000399999                  | 4| |     794|        |     806|          |          | |SAKNR                         |GKR |399999    | | |
|     806|0GL_ACCOUNT                   |GKR 0000449100                  | 4| |     794|        |        |          |          | |SAKNR                         |GKR |449100    | | |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
